CustomerID,Gender,Age,Location,Monthly Income (kRs),Spending Score (%),Product line,Payment,Rating
751,Male,58,Malviya Nagar,77,74,Fashion accessories,Ewallet,4.1
752,Female,59,Vasant Kunj,78,22,Food and beverages,Credit card,8.6
753,Female,60,Vasant Kunj,78,90,Electronic accessories,Ewallet,7
754,Male,39,Malviya Nagar,78,17,Home and lifestyle,Ewallet,8.4
755,Female,38,Safdarjung Enclave,78,88,Fashion accessories,Ewallet,7.4
756,Female,37,Vasant Kunj,78,20,Fashion accessories,Credit card,6.2
757,Male,36,Malviya Nagar,78,76,Electronic accessories,Ewallet,4.9
758,Female,35,Vasant Kunj,78,16,Home and lifestyle,Cash,4.5
759,Female,34,Vasant Kunj,78,89,Food and beverages,Ewallet,5.6
760,Male,33,Vasant Kunj,78,1,Food and beverages,Ewallet,8
761,Female,32,Malviya Nagar,78,78,Food and beverages,Credit card,5.6
762,Female,31,Malviya Nagar,78,40,Electronic accessories,Credit card,4.2
763,Female,30,Vasant Kunj,78,73,Fashion accessories,Ewallet,9.9
764,Male,61,Vasant Kunj,79,35,Health and beauty,Ewallet,7.6
765,Female,62,Vasant Kunj,79,83,Health and beauty,Credit card,6.6
766,Female,63,Malviya Nagar,14,5,Home and lifestyle,Ewallet,4.7
767,Female,64,Safdarjung Enclave,81,93,Fashion accessories,Credit card,9.8
768,Female,65,Malviya Nagar,85,26,Sports and travel,Cash,6.3
769,Female,66,Malviya Nagar,85,75,Electronic accessories,Cash,7.9
770,Female,67,Vasant Kunj,86,20,Home and lifestyle,Cash,7.7
771,Male,68,Malviya Nagar,86,95,Sports and travel,Ewallet,4.5
772,Male,69,Safdarjung Enclave,87,27,Health and beauty,Credit card,8
773,Female,70,Safdarjung Enclave,87,63,Sports and travel,Ewallet,5.7
774,Female,29,Safdarjung Enclave,87,13,Food and beverages,Credit card,6.3
775,Male,28,Safdarjung Enclave,87,75,Food and beverages,Cash,6
776,Female,27,Malviya Nagar,87,10,Food and beverages,Credit card,8
777,Male,26,Safdarjung Enclave,87,92,Health and beauty,Credit card,4.2
778,Female,25,Malviya Nagar,88,13,Sports and travel,Cash,9.6
779,Male,24,Safdarjung Enclave,21,86,Sports and travel,Cash,6.1
780,Female,23,Malviya Nagar,25,15,Electronic accessories,Ewallet,5.6
781,Male,22,Safdarjung Enclave,19,69,Health and beauty,Cash,8.3
782,Female,21,Vasant Kunj,18,14,Sports and travel,Ewallet,7.8
783,Male,20,Vasant Kunj,12,90,Fashion accessories,Credit card,4.1
784,Female,19,Safdarjung Enclave,16,32,Home and lifestyle,Cash,8.8
785,Female,18,Safdarjung Enclave,14,86,Health and beauty,Ewallet,4.1
786,Male,71,Vasant Kunj,98,15,Electronic accessories,Credit card,9
787,Female,69,Safdarjung Enclave,98,88,Electronic accessories,Ewallet,5.5
788,Male,70,Safdarjung Enclave,99,39,Health and beauty,Credit card,9.3
789,Female,29,Safdarjung Enclave,99,97,Health and beauty,Credit card,5.6
790,Male,28,Vasant Kunj,101,24,Sports and travel,Ewallet,9.7
791,Female,27,Vasant Kunj,101,68,Fashion accessories,Credit card,4
792,Male,57,Safdarjung Enclave,103,17,Health and beauty,Credit card,9.2
793,Female,25,Malviya Nagar,60,85,Home and lifestyle,Credit card,4.9
794,Female,44,Vasant Kunj,103,23,Electronic accessories,Credit card,9.3
795,Female,31,Vasant Kunj,60,69,Electronic accessories,Credit card,6.6
796,Male,22,Malviya Nagar,20,8,Fashion accessories,Ewallet,4.3
797,Male,21,Safdarjung Enclave,20,91,Home and lifestyle,Cash,5.5
798,Female,26,Vasant Kunj,63,16,Sports and travel,Cash,8.1
799,Female,19,Malviya Nagar,12,79,Health and beauty,Credit card,9.8
800,Female,46,Safdarjung Enclave,126,28,Home and lifestyle,Credit card,8.9
